pl_name,pl_altname,hd_name,hip_name,tic_id,gaia_id,image,caption,sy_constellation,sy_planet_count,sy_snum,sy_mnum,cb_flag,st_name,st_epoch,st_right_ascension,st_declination,st_distance,st_spectral_type,st_apparent_magnitude,st_luminosity,st_mass,st_radius,st_variability,st_metallicity,st_age,pl_semi_major_axis,pl_periastron,pl_apoastron,pl_eccentricity,pl_orbital_period,pl_angular_distance,pl_periastron_time,pl_inclination,pl_argument_of_periastron,pl_epoch,pl_projobliq,pl_trueobliq,pl_imppar,pl_ratdor,pl_ratror,pl_mass,pl_mass_earth,pl_minimum_mass,pl_radius,pl_radius_earth,pl_density,pl_gravity,pl_rotation_period,pl_temperature,pl_insolation_flux,pl_transit_depth,pl_occultation_depth,pl_albedo_bond,pl_pressure,pl_composition,pl_wind_speed,pl_ntranspec,pl_nespec,pl_ndispec,disc_by,disc_program,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,disc_pubdate,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ast_flag,micro_flag,pul_flag,pre_discovery,detection_type,status
Kepler-244 c,,,,,,,,Lyre,3,1,,0,Kepler-244,,19/08/58.23,+42/18/05.11,"ValueWithUncertainty(value=1036.49, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=15.747, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.933, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.07, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.087, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9.767292, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0839, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87.68, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0153, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.183, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.05, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.1, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=791.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=81.574, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.05691, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
HD 222076 b,,,,,,,,Toucan,1,1,,0,HD 222076,,23/38/07.68,-70/54/11.69,"ValueWithUncertainty(value=91.1538, error_positive=None, error_negative=None, sign=None)",K0 III,"ValueWithUncertainty(value=7.47, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.07, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.05, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.83, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.08, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=871.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=20.1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2454264.0, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=241.0, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=1.56, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.56, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.21, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.11, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Radial Velocity,2016,Multiple Observatories,,,,,,,,,,,,,
HIP 21152 b,,,,,,,,Taureau,1,2,,0,HIP 21152,,04/32/04.93,+05/24/36.27,"ValueWithUncertainty(value=43.4073, error_positive=None, error_negative=None, sign=None)",F5 V,"ValueWithUncertainty(value=6.37009, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.4, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.65, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=17.0, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.36, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=22000.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=392.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2463360.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=95.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=160.0, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=24.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=7627.881768, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.07, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=24.3, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1300.0, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,Imaging,2022,Multiple Observatories,,,,,,,,,,,,,
OGLE-2012-BLG-0026L c,,,,,,,,Ophiucus,2,1,,0,OGLE-2012-BLG-0026L,,17/34/18.70,-27/08/33.9,"ValueWithUncertainty(value=4019.0, error_positive=None, error_negative=None, sign=None)",G5 V,"ValueWithUncertainty(value=20.66, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.06, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=5.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.8, error_positive=None, error_negative=None, sign=None)",,,,,"ValueWithUncertainty(value=1.19, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,"ValueWithUncertainty(value=0.86, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=270.0, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.24, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13.9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.552, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Microlensing,2012,OGLE,,,,,,,,,,,,,
K2-337 b,,,,,,,,Cancer,1,1,,0,K2-337,,08/31/02.67,+16/54/01.69,"ValueWithUncertainty(value=421.636, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=12.385, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.94, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.27, error_positive=None, error_negative=None, sign=None)",,,,,,"ValueWithUncertainty(value=16.273563, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=88.13758, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0232, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.23374115, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.62, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.25, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=850.0, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0418, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2021,K2,,,,,,,,,,,,,
TOI-4860 b,,,,,,,,Corbeau,1,1,,0,TOI-4860,,12/14/15.35,-13/10/29.43,"ValueWithUncertainty(value=80.1423, error_positive=None, error_negative=None, sign=None)",M3.5 V,"ValueWithUncertainty(value=16.47, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.34, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.27, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.01808, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.008, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.5227591, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.226, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=240.0, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=0.273, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=86.7, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.77, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8.7, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.75, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=694.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=42.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.806, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,,,,,
TOI-1411 b,,,,,,,,Bouvier,1,1,,0,TOI-1411,,15/31/47.05,+47/03/19.98,"ValueWithUncertainty(value=32.4778, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=10.51, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.6045, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.012, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9.6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02122, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.4520527, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.653, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=90.0, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=0.0062927, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.0, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.10695049, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.19880592, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6.36, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=976.4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=266.85, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0393, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,,,,,
11 UMi b,,,,,,,,Petite Ourse,1,1,,0,11 UMi,,15/17/05.90,+71/49/26.19,"ValueWithUncertainty(value=125.321, error_positive=None, error_negative=None, sign=None)",K4 III,"ValueWithUncertainty(value=5.013, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2.78, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.02, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.56, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.53, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.08, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=516.21997, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2452861.04, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=117.63, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=14.74, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.74, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.09, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13.8, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,,,,,,,,,,,,,
K2-131 b,,,,,,,,Vierge,1,1,,0,K2-131,,12/11/00.34,-09/45/54.86,"ValueWithUncertainty(value=152.509, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=12.129, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.803, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.04, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.00936, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.3693038, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0614, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=85.0, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.02485618, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=7.9, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.15077196, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.69, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8.8, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=2223.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4070.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.07556536, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2017,K2,,,,,,,,,,,,,
Kepler-342 c,,,,,,,,Cygne,4,1,,0,Kepler-342,,19/30/42.73,+46/43/36.05,"ValueWithUncertainty(value=781.611, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.2, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.213, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.0006, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.82, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.185, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=26.234138, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.237, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=86.14, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0142, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.175, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.96, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.28, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=754.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=77.29, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.01965, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
TOI-4994 b,,,,,,,,Octant,1,1,,0,TOI-4994,,18/52/31.81,-78/26/03.95,"ValueWithUncertainty(value=329.304, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=12.652, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.005, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.165, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1515, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.319, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=21.491984, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.46, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2459343.85, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=89.56, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=143.1, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=0.28, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=88.99195396, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.762, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8.54124329, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.78, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=717.6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=40.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.551, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,,,,,
KMT-2021-BLG-1105L b,,,,,,,,Ophiucus,1,1,,0,KMT-2021-BLG-1105L,,17/42/55.74,-25/30/32.08,"ValueWithUncertainty(value=4540.0, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=0.63, error_positive=None, error_negative=None, sign=None)",,,,,"ValueWithUncertainty(value=3.54, error_positive=None, error_negative=None, sign=None)",,,,,"ValueWithUncertainty(value=0.78, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,"ValueWithUncertainty(value=1.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=413.1769291, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.22, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13.6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.903, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Microlensing,2023,KMTNet,,,,,,,,,,,,,
Kepler-384 b,,,,,,,,Lyre,2,1,,0,Kepler-384,,19/04/06.27,+44/46/58.29,"ValueWithUncertainty(value=895.678, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.734, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.882, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.29, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.88, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.148, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=22.597053, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.165, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.87, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00459, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.71, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=670.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=101.549, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.01429, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
Kepler-1348 b,,,,,,,,Cygne,1,1,,0,Kepler-1348,,19/28/20.98,+49/47/19.35,"ValueWithUncertainty(value=1213.82, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.871, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.04, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.01, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.72, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1834, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=27.5722742, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.151, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.05, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0139, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.17307521, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.94, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.33, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=636.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=49.665, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03189, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
Kepler-1266 b,,,,,,,,Lyre,2,1,,0,Kepler-1266,,19/03/28.64,+42/43/40.80,"ValueWithUncertainty(value=849.312, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=16.016, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.8, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.07, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.16431, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=28.474748, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.193, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.28, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0226, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.23017218, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.58, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.3, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=489.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10.313, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.07638, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
K2-84 c,,,,,,,,Taureau,2,1,,0,K2-84,,03/43/14.25,+16/38/03.98,"ValueWithUncertainty(value=284.876, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.386, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.95, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.278, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.1768, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=27.86, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.621, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,"ValueWithUncertainty(value=0.015, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.18110447, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.03, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.14, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=25.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0704, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,K2,,,,,,,,,,,,,
GJ 9827 d,,,,,,,,Poissons,3,1,,0,GJ 9827,,23/27/05.23,-01/17/07.24,"ValueWithUncertainty(value=29.661, error_positive=None, error_negative=None, sign=None)",K7 V,"ValueWithUncertainty(value=10.37, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.606, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.29, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.465, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.053, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6.20183, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.79, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2457740.9611, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=87.41, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00950198, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.02, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0163609476764308, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.17664407, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.98, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.69, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=675.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=34.9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0957, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2017,K2,,,,,,,,,,,,,
Kepler-1530 d,,,,,,,,Cygne,3,1,,0,Kepler-1530,,19/12/38.99,+48/09/54.55,"ValueWithUncertainty(value=489.876, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.15, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.015, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.17, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.08276, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9.20761013, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.169, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=85.3, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0339, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.29250663, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.27870115, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.68, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=972.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=69.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.12431, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2021,Kepler,,,,,,,,,,,,,
